source_mat_id_orig,samp_description,tax_id,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,samp_size,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_hq_date,store_temp_hq,ship_date_seq,arr_date_seq,source_material_id
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMOBON  water sample from station Bergen collected on  size fraction um,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1874687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
